iter	Passed	Remaining
406	5441	7928
407	5452	7911
408	5466	7899
409	5479	7884
410	5489	7867
411	5502	7852
412	5514	7838
413	5527	7823
414	5539	7808
415	5551	7793
416	5565	7780
417	5577	7765
418	5588	7749
419	5602	7736
420	5615	7722
421	5626	7706
422	5636	7688
423	5647	7672
424	5660	7658
425	5671	7642
426	5684	7627
427	5696	7613
428	5709	7599
429	5719	7581
430	5732	7567
431	5745	7553
432	5762	7546
433	5782	7541
434	5795	7527
435	5808	7513
436	5822	7501
437	5842	7496
438	5856	7483
439	5866	7466
440	5880	7454
441	5893	7440
442	5906	7427
443	5920	7414
444	5931	7398
445	5943	7383
446	5955	7367
447	5966	7351
448	5978	7336
449	5991	7323
450	6003	7308
451	6014	7291
452	6026	7276
453	6038	7261
454	6049	7245
455	6062	7232
456	6075	7218
457	6087	7204
458	6099	7189
459	6112	7175
460	6124	7160
461	6135	7145
462	6145	7127
463	6158	7114
464	6171	7101
465	6186	7089
466	6196	7071
467	6208	7057
468	6222	7044
469	6234	7030
470	6245	7014
471	6257	7000
472	6269	6985
473	6281	6970
474	6292	6955
475	6305	6941
476	6317	6926
477	6328	6911
478	6340	6896
479	6352	6881
480	6364	6867
481	6375	6851
482	6387	6836
483	6399	6822
484	6411	6807
485	6423	6794
486	6435	6779
487	6448	6765
488	6458	6749
489	6470	6734
490	6481	6719
491	6491	6702
492	6503	6688
493	6517	6675
494	6529	6661
495	6542	6647
496	6555	6634
497	6569	6622
498	6582	6609
499	6595	6595
500	6607	6580
501	6623	6571
502	6639	6560
503	6652	6546
504	6664	6532
505	6676	6517
506	6687	6502
507	6699	6488
508	6711	6474
509	6723	6459
510	6736	6446
511	6748	6431
512	6760	6418
513	6771	6402
514	6784	6388
515	6796	6374
516	6811	6363
517	6831	6356
518	6843	6342
519	6857	6329
520	6866	6313
521	6878	6298
522	6891	6285
523	6901	6269
524	6912	6254
525	6924	6239
526	6934	6224
527	6949	6212
528	6961	6198
529	6973	6183
530	6983	6168
531	6996	6154
532	7009	6141
533	7020	6126
534	7031	6111
535	7044	6098
536	7058	6085
537	7070	6071
538	7086	6060
539	7096	6045
540	7108	6031
541	7121	6017
542	7132	6003
543	7146	5990
544	7161	5979
545	7173	5964
546	7183	5949
547	7194	5934
548	7206	5920
549	7221	5908
550	7237	5898
551	7251	5885
552	7262	5870
553	7277	5858
554	7289	5844
555	7302	5831
556	7313	5816
557	7326	5803
558	7338	5789
559	7352	5776
560	7362	5761
561	7376	5748
562	7388	5734
563	7400	5720
564	7410	5705
565	7422	5691
566	7434	5677
567	7445	5662
568	7457	5648
569	7469	5634
570	7483	5622
571	7500	5611
572	7510	5596
573	7522	5582
574	7535	5569
575	7548	5556
576	7559	5541
577	7571	5527
578	7584	5514
579	7598	5502
580	7609	5488
581	7622	5474
582	7637	5462
583	7650	5449
584	7660	5434
585	7671	5419
586	7684	5406
587	7696	5392
588	7708	5378
589	7720	5365
590	7733	5351
591	7746	5338
592	7756	5323
593	7768	5309
594	7780	5296
595	7791	5281
596	7816	5276
597	7828	5262
598	7840	5248
599	7852	5234
600	7863	5220
601	7875	5207
602	7886	5192
603	7903	5181
604	7917	5169
605	7930	5155
606	7943	5142
607	7955	5129
608	7966	5114
609	7979	5101
610	7991	5088
611	8003	5073
612	8014	5059
613	8027	5046
614	8039	5033
615	8051	5019
616	8063	5005
617	8075	4991
618	8088	4978
619	8099	4964
620	8112	4950
621	8126	4938
622	8138	4925
623	8150	4911
624	8162	4897
625	8176	4885
626	8191	4873
627	8207	4861
628	8220	4848
629	8231	4834
630	8246	4822
631	8260	4810
632	8274	4797
633	8286	4783
634	8297	4769
635	8313	4758
636	8326	4745
637	8343	4733
638	8356	4721
639	8369	4707
640	8382	4694
641	8394	4681
642	8408	4668
643	8422	4656
644	8436	4643
645	8454	4633
646	8468	4620
647	8482	4607
648	8494	4593
649	8506	4580
650	8520	4567
651	8533	4554
652	8547	4541
653	8560	4529
654	8575	4516
655	8589	4504
656	8603	4491
657	8619	4479
658	8632	4467
659	8646	4454
660	8662	4442
661	8675	4429
662	8690	4417
663	8703	4404
664	8718	4391
665	8732	4379
666	8751	4369
667	8768	4357
668	8795	4351
669	8809	4338
670	8822	4325
671	8836	4313
672	8851	4300
673	8866	4288
674	8881	4276
675	8895	4263
676	8909	4250
677	8921	4236
678	8934	4223
679	8949	4211
680	8967	4200
681	8981	4187
682	8993	4174
683	9008	4161
684	9021	4148
685	9034	4135
686	9047	4122
687	9062	4109
688	9078	4097
689	9093	4085
690	9109	4073
691	9123	4060
692	9135	4047
693	9149	4034
694	9169	4023
695	9182	4010
696	9196	3997
697	9210	3985
698	9224	3972
699	9236	3958
700	9250	3945
701	9266	3933
702	9279	3920
703	9293	3907
704	9307	3894
705	9322	3882
706	9334	3868
707	9349	3856
708	9363	3843
709	9379	3831
710	9393	3818
711	9407	3805
712	9422	3792
713	9435	3779
714	9449	3766
715	9463	3753
716	9477	3740
717	9493	3728
718	9508	3716
719	9521	3702
720	9533	3689
721	9546	3675
722	9560	3662
723	9579	3652
724	9595	3639
725	9608	3626
726	9622	3613
727	9635	3600
728	9650	3587
729	9663	3574
730	9678	3561
731	9693	3548
732	9707	3535
733	9720	3522
734	9738	3511
735	9756	3499
736	9785	3491
737	9800	3479
738	9815	3466
739	9828	3453
740	9842	3440
741	9856	3427
742	9869	3413
743	9884	3401
744	9904	3390
745	9916	3376
746	9927	3362
747	9941	3349
748	9956	3336
749	9971	3323
750	9990	3312
751	10005	3299
752	10020	3287
753	10034	3273
754	10049	3261
755	10064	3248
756	10079	3235
757	10092	3222
758	10106	3209
759	10120	3195
760	10134	3182
761	10149	3169
762	10162	3156
763	10173	3142
764	10187	3129
765	10201	3116
766	10215	3103
767	10229	3090
768	10246	3077
769	10260	3064
770	10276	3052
771	10288	3038
772	10303	3025
773	10316	3012
774	10332	2999
775	10347	2986
776	10360	2973
777	10374	2960
778	10387	2946
779	10402	2934
780	10415	2920
781	10430	2907
782	10449	2896
783	10465	2883
784	10478	2869
785	10493	2857
786	10507	2843
787	10521	2830
788	10534	2817
789	10549	2804
790	10565	2791
791	10579	2778
792	10596	2766
793	10611	2753
794	10624	2739
795	10637	2726
796	10651	2713
797	10667	2700
798	10683	2687
799	10698	2674
800	10712	2661
801	10726	2648
802	10740	2635
803	10760	2623
804	10782	2611
805	10795	2598
806	10809	2585
807	10823	2571
808	10840	2559
809	10858	2546
810	10870	2533
811	10885	2520
812	10897	2506
813	10911	2493
814	10925	2480
815	10939	2466
816	10954	2453
817	10967	2440
818	10981	2426
819	10997	2414
820	11010	2400
821	11025	2387
822	11041	2374
823	11054	2361
824	11075	2349
825	11092	2336
826	11106	2323
827	11120	2310
828	11132	2296
829	11145	2282
830	11161	2269
831	11175	2256
832	11196	2244
833	11208	2231
834	11222	2217
835	11235	2204
836	11249	2190
837	11260	2176
838	11275	2163
839	11295	2151
840	11313	2138
841	11326	2125
842	11340	2111
843	11353	2098
844	11365	2084
845	11381	2071
846	11394	2058
847	11410	2045
848	11422	2031
849	11446	2019
850	11458	2006
851	11471	1992
852	11487	1979
853	11504	1966
854	11519	1953
855	11533	1940
856	11547	1926
857	11559	1913
858	11571	1899
859	11586	1886
860	11599	1872
861	11612	1859
862	11693	1856
863	11784	1854
864	11846	1848
865	11889	1839
866	11950	1833
867	11970	1820
868	11986	1806
869	12003	1793
870	12021	1780
871	12044	1768
872	12075	1756
873	12120	1747
874	12153	1736
875	12185	1724
876	12204	1711
877	12229	1699
878	12245	1685
879	12263	1672
880	12282	1659
881	12299	1645
882	12314	1631
883	12328	1617
884	12346	1604
885	12363	1590
886	12381	1577
887	12397	1563
888	12414	1550
889	12432	1536
890	12449	1522
891	12467	1509
892	12484	1495
893	12498	1481
894	12513	1468
895	12526	1454
896	12543	1440
897	12564	1427
898	12580	1413
899	12596	1399
900	12612	1385
901	12640	1373
902	12655	1359
903	12670	1345
904	12682	1331
905	12699	1317
906	12721	1304
907	12741	1291
908	12763	1277
909	12779	1263
910	12795	1250
911	12810	1236
912	12825	1222
913	12842	1208
914	12855	1194
915	12869	1180
916	12883	1166
917	12897	1152
918	12913	1138
919	12925	1123
920	12940	1109
921	12955	1095
922	12973	1082
923	12990	1068
924	13011	1054
925	13025	1040
926	13045	1027
927	13062	1013
928	13075	999
929	13091	985
930	13105	971
931	13121	957
932	13135	943
933	13148	929
934	13162	915
935	13174	900
936	13187	886
937	13201	872
938	13218	858
939	13231	844
940	13243	830
941	13255	816
942	13269	802
943	13283	788
944	13297	773
945	13310	759
946	13322	745
947	13338	731
948	13350	717
949	13365	703
950	13378	689
951	13391	675
952	13403	661
953	13417	646
954	13431	632
955	13444	618
956	13458	604
957	13470	590
958	13489	576
959	13501	562
960	13514	548
961	13529	534
962	13543	520
963	13556	506
964	13568	492
965	13581	478
966	13593	463
967	13606	449
968	13618	435
969	13632	421
970	13647	407
971	13660	393
972	13673	379
973	13685	365
974	13699	351
975	13752	338
976	13781	324
977	13810	310
978	13829	296
979	13859	282
980	13880	268
981	13900	254
982	13916	240
983	13945	226
984	13963	212
985	13982	198
986	14005	184
987	14024	170
988	14049	156
989	14065	142
990	14082	127
991	14103	113
992	14120	99
993	14136	85
994	14152	71
995	14170	56
996	14185	42
997	14201	28
998	14219	14
999	14235	0
